Wall time,Step,Value
1622111799.8514729,100000,7.25570011138916
1622112134.4860196,200000,6.829599857330322
1622112472.8921485,300000,6.905300140380859
1622112806.3967826,400000,6.836999893188477
1622113142.9227061,500000,7.325799942016602
1622113477.0984483,600000,7.312699794769287
1622113819.7381139,700000,7.009900093078613
1622114155.2229905,800000,7.119100093841553
1622114490.2556548,900000,6.9695000648498535
1622114825.6565306,1000000,6.458000183105469
1622115159.788257,1100000,6.919099807739258
1622115492.5017571,1200000,6.843800067901611
1622115827.0882275,1300000,6.677299976348877
1622116162.1137354,1400000,7.045599937438965
1622116501.3730075,1500000,7.124499797821045
1622116834.9431202,1600000,6.922699928283691
1622117170.0646274,1700000,6.9375
1622117502.7277374,1800000,6.684100151062012
1622117843.4913797,1900000,6.86870002746582
1622118180.693606,2000000,7.037899971008301
1622118515.376284,2100000,7.2179999351501465
1622118851.772522,2200000,6.736599922180176
1622119186.03368,2300000,6.832300186157227
1622119521.1545079,2400000,7.3907999992370605
1622119854.730691,2500000,7.514200210571289
1622120189.42147,2600000,7.081299781799316
1622120531.3858635,2700000,7.329899787902832
1622120867.063037,2800000,7.190100193023682
1622121202.9452589,2900000,7.038099765777588
1622121540.0305767,3000000,7.289299964904785
1622121884.1271517,3100000,6.951000213623047
1622122219.206566,3200000,7.3354997634887695
1622122583.8695447,3300000,6.822999954223633
1622122947.286399,3400000,7.188700199127197
1622123301.2366104,3500000,7.110499858856201
1622123675.1239278,3600000,6.829400062561035
1622124060.2147064,3700000,6.9542999267578125
1622124436.6357741,3800000,7.111199855804443
1622124808.2245913,3900000,6.723599910736084
1622125169.8888233,4000000,7.4903998374938965
1622125538.2266514,4100000,6.72130012512207
1622125899.929453,4200000,7.326200008392334
1622126252.9314067,4300000,6.996399879455566
1622126652.5165124,4400000,7.172399997711182
1622127042.5401618,4500000,7.216599941253662
1622127445.7101562,4600000,7.041299819946289
1622127861.0674844,4700000,6.684000015258789
1622128266.582606,4800000,6.867400169372559
1622128645.4494934,4900000,6.193399906158447
1622129009.2058544,5000000,6.7571001052856445
1622129366.1572196,5100000,6.447500228881836
1622129705.7091215,5200000,6.4721999168396
1622130056.497874,5300000,7.25629997253418
1622130432.9867117,5400000,6.8993000984191895
1622130786.6247303,5500000,7.014900207519531
1622131149.3479304,5600000,7.210000038146973
1622131546.5303113,5700000,7.201099872589111
1622131920.090307,5800000,7.211699962615967
1622132299.3103666,5900000,7.097599983215332
1622132725.7149982,6000000,7.2322001457214355
1622133111.124273,6100000,6.624100208282471
1622133453.8846993,6200000,6.775599956512451
1622133814.1157632,6300000,6.942299842834473
1622134172.9718719,6400000,7.634500026702881
1622134517.477302,6500000,6.824399948120117
1622134865.3374827,6600000,6.82450008392334
1622135212.275505,6700000,7.2052001953125
1622135565.2033582,6800000,6.802800178527832
1622135911.4035938,6900000,6.7718000411987305
1622136257.732615,7000000,7.277400016784668
1622136617.923737,7100000,6.9953999519348145
1622136968.5114539,7200000,7.367199897766113
1622137332.5590756,7300000,6.683700084686279
1622137687.8914235,7400000,6.938700199127197
1622138040.086124,7500000,6.223299980163574
1622138390.526287,7600000,7.468900203704834
1622138731.8000584,7700000,7.144100189208984
1622139070.612993,7800000,7.3694000244140625
1622139406.995026,7900000,6.5183000564575195
1622139743.0807245,8000000,7.471199989318848
1622140078.7621653,8100000,6.438700199127197
1622140416.467517,8200000,6.556700229644775
1622140752.8980212,8300000,7.196199893951416
1622141090.0110574,8400000,6.958199977874756
1622141426.318333,8500000,7.130899906158447
1622141761.981024,8600000,6.9095001220703125
1622142099.927828,8700000,6.464200019836426
1622142438.1189084,8800000,6.9944000244140625
1622142779.3569221,8900000,7.019199848175049
1622143116.0178065,9000000,7.1691999435424805
1622143453.5888746,9100000,6.774799823760986
1622143793.4973779,9200000,6.7743000984191895
1622144131.2171218,9300000,6.337200164794922
1622144469.1008017,9400000,6.78000020980835
1622144843.8300593,9500000,7.468999862670898
1622145194.8295434,9600000,7.103499889373779
1622145546.5497253,9700000,7.237800121307373
1622145913.8207753,9800000,7.388700008392334
1622146324.473106,9900000,6.743100166320801
1622146689.3994138,10000000,7.560400009155273
